1.5, 1.0, 3.0, 6.0, 10.5, 22.0, 26.0, 13.5
0.5, 1.0, 6.0, 10.5, 8.5, 18.0, 27.0, 4.5
0.5, 1.0, 1.5, 9.5, 18.0, 23.0, 27.0, 5.5
9.5, 5.5, 2.0, 12.0, 16.0, 18.0, 23.0, 27.0
0.5, 13.5, 6.0, 9.0, 10.0, 22.0, 27.0, 10.5
13.5, 2.5, 3.0, 3.5, 13.0, 14.0, 22.0, 26.0
0.5, 10.5, 6.0, 7.0, 10.0, 15.0, 22.0, 27.0
0.5, 11.5, 2.0, 7.0, 11.0, 12.0, 17.0, 26.0
1.5, 1.0, 6.0, 11.0, 14.0, 15.0, 22.0, 26.0
0.5, 10.5, 4.0, 5.0, 6.0, 13.0, 21.0, 27.0
